test,depth, acc, corr, total, avg ms, avg nodes, avg qnodes, avg MNPS,reg-win,reg-loss,reg-draw,reg-tot,diff,err,commit-hash
WAC,12,0.406667,122,300,1072.94,2.42E+06,692379,2.90339,34,18,28,80,70.44,62.6,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
