-14	-1
-9.1	-1
-9	-1
-8.9	-1
-7.1	-1
-7	-1
-6.1	-1
-6	-1
-5	-1
-4.1	-1
-4	-1
-3.1	-1
-3	-1
-2.9	-1
-2	0.25
-1.9	0.6481481481
-1.9	-1
-1.1	0.1176470588
-1	0.2117437722
-0.9	-0.1551724138
-0.8	0.5
-0.2	0.3125
-0.1	0.433125
0	0.4772154263
0.1	0.4205052006
0.2	0.5
0.9	0.2926829268
1	0.4601593625
1.1	0.7419354839
1.9	1
2	0.4285714286
2.1	1
2.9	1
3	1
3.1	1
3.9	1
3.9	1
4	1
4.2	1
5	1
5.1	1
5.9	1
6	1
6.9	1
7	1
8.1	1
9.9	1
10	1
10.2	1
11.1	1
12.2	1
